gene,go
MSTRG.418.1.p1,GO:0005524
MSTRG.418.1.p1,GO:0016887
MSTRG.4180.1.p1,GO:0004252
MSTRG.4180.1.p1,GO:0006508
MSTRG.4182.1.p1,GO:0003684
MSTRG.4182.1.p1,GO:0006281
MSTRG.4183.2.p1,GO:0005576
MSTRG.4183.2.p1,GO:0008061
MSTRG.4184.1.p1,GO:0008270
MSTRG.4184.1.p1,GO:0019789
MSTRG.4185.2.p1,GO:0004888
MSTRG.4185.2.p1,GO:0045211
MSTRG.4185.2.p1,GO:0022848
MSTRG.4185.2.p1,GO:0034220
MSTRG.4185.2.p1,GO:0016021
MSTRG.4186.1.p1,GO:0003677
MSTRG.4186.1.p1,GO:0046983
MSTRG.4187.2.p1,GO:0005515
MSTRG.4189.1.p1,GO:0005524
MSTRG.4189.1.p1,GO:0004817
MSTRG.4189.1.p1,GO:0006423
MSTRG.419.1.p1,GO:0005515
MSTRG.419.1.p1,GO:0006406
MSTRG.4190.11.p1,GO:0003676
MSTRG.4190.11.p1,GO:0003951
MSTRG.4190.11.p1,GO:0004143
MSTRG.4190.11.p1,GO:0007205
MSTRG.4191.1.p1,GO:0030121
MSTRG.4191.1.p1,GO:0035615
MSTRG.4191.1.p1,GO:0015031
MSTRG.4191.1.p1,GO:0016192
MSTRG.4193.2.p1,GO:0003677
MSTRG.4193.2.p1,GO:0006352
MSTRG.4194.2.p1,GO:0005615
MSTRG.4194.2.p1,GO:0004866
MSTRG.4195.1.p1,GO:0005537
MSTRG.4195.1.p1,GO:0038023
MSTRG.4195.1.p1,GO:0007041
MSTRG.4196.1.p1,GO:0002224
MSTRG.4196.1.p1,GO:0004888
MSTRG.4196.1.p1,GO:0005515
MSTRG.4196.1.p1,GO:0016021
MSTRG.4197.1.p1,GO:0032511
MSTRG.420.39.p1,GO:0004402
MSTRG.420.39.p1,GO:0008270
MSTRG.420.39.p1,GO:0005515
MSTRG.420.39.p1,GO:0003713
MSTRG.420.39.p1,GO:0006355
MSTRG.420.39.p1,GO:0016573
MSTRG.420.39.p1,GO:0000123
MSTRG.4201.1.p1,GO:0016021
MSTRG.4207.1.p1,GO:0005515
MSTRG.4207.1.p1,GO:0008270
MSTRG.4207.1.p1,GO:0016567
MSTRG.4209.1.p1,GO:0005506
MSTRG.4209.1.p1,GO:0051536
MSTRG.4209.1.p1,GO:0016226
MSTRG.4210.5.p1,GO:0005634
MSTRG.4210.5.p1,GO:0007076
MSTRG.4211.1.p1,GO:0022857
MSTRG.4211.1.p1,GO:0055085
MSTRG.4214.1.p1,GO:0016021
MSTRG.4214.1.p1,GO:0005524
MSTRG.4214.1.p1,GO:0140359
MSTRG.4214.1.p1,GO:0055085
MSTRG.4215.1.p1,GO:0005829
MSTRG.4215.1.p1,GO:0004792
MSTRG.4215.1.p1,GO:0008641
MSTRG.4215.1.p1,GO:0002143
MSTRG.4216.1.p1,GO:0008270
MSTRG.4216.1.p1,GO:0033499
MSTRG.4216.1.p1,GO:0008108
MSTRG.4218.10.p1,GO:0005515
MSTRG.4221.1.p1,GO:0019773
MSTRG.4221.1.p1,GO:0006511
MSTRG.4222.1.p1,GO:0003723
MSTRG.4223.1.p1,GO:0005576
MSTRG.4223.1.p1,GO:0008061
MSTRG.4223.1.p1,GO:0005975
MSTRG.4224.1.p1,GO:0005509
MSTRG.4224.1.p1,GO:0005515
MSTRG.4225.1.p1,GO:0016192
MSTRG.4226.3.p1,GO:0005890
MSTRG.4226.3.p1,GO:0006813
MSTRG.4226.3.p1,GO:0006814
MSTRG.4227.1.p1,GO:0005890
MSTRG.4227.1.p1,GO:0006813
MSTRG.4227.1.p1,GO:0006814
MSTRG.4228.1.p1,GO:0005890
MSTRG.4228.1.p1,GO:0006813
MSTRG.4228.1.p1,GO:0006814
MSTRG.4229.1.p1,GO:0003676
MSTRG.4229.1.p1,GO:0008270
MSTRG.4232.3.p1,GO:0005813
MSTRG.4232.3.p1,GO:0007098
MSTRG.4234.1.p1,GO:0046872
MSTRG.4235.1.p1,GO:0070652
MSTRG.4235.1.p1,GO:0051225
MSTRG.4236.1.p1,GO:0016651
MSTRG.4236.1.p1,GO:0051536
MSTRG.4237.1.p1,GO:0000139
MSTRG.4237.1.p1,GO:0006886
MSTRG.4237.1.p1,GO:0048280
MSTRG.4238.1.p1,GO:0046872
MSTRG.4238.1.p1,GO:0006627
MSTRG.424.10.p1,GO:0004497
MSTRG.424.10.p1,GO:0005506
MSTRG.424.10.p1,GO:0016705
MSTRG.424.10.p1,GO:0020037
MSTRG.4241.2.p1,GO:0032300
MSTRG.4241.2.p1,GO:0005524
MSTRG.4241.2.p1,GO:0016887
MSTRG.4241.2.p1,GO:0030983
MSTRG.4241.2.p1,GO:0140664
MSTRG.4241.2.p1,GO:0006298
MSTRG.4244.2.p1,GO:0072546
MSTRG.4244.2.p1,GO:0005515
MSTRG.4245.1.p1,GO:0003676
MSTRG.4245.1.p1,GO:0000214
MSTRG.4245.1.p1,GO:0000379
MSTRG.4245.1.p1,GO:0000213
MSTRG.4246.1.p1,GO:0005840
MSTRG.4246.1.p1,GO:0003735
MSTRG.4246.1.p1,GO:0006412
MSTRG.4247.3.p1,GO:0000145
MSTRG.4247.3.p1,GO:0006887
MSTRG.4248.1.p1,GO:0003713
MSTRG.4249.1.p1,GO:0046872
MSTRG.4249.1.p1,GO:0006801
MSTRG.4251.1.p1,GO:0008289
MSTRG.4253.4.p1,GO:0006270
MSTRG.4255.1.p1,GO:0042256
MSTRG.4256.5.p1,GO:0003779
MSTRG.4256.5.p1,GO:0030837
MSTRG.4256.5.p1,GO:0006470
MSTRG.4256.5.p1,GO:0008138
MSTRG.4258.2.p1,GO:0016491
MSTRG.4259.1.p1,GO:0016491
MSTRG.4263.1.p1,GO:0004497
MSTRG.4263.1.p1,GO:0005506
MSTRG.4263.1.p1,GO:0016705
MSTRG.4263.1.p1,GO:0020037
MSTRG.4266.1.p1,GO:0004497
MSTRG.4266.1.p1,GO:0005506
MSTRG.4266.1.p1,GO:0016705
MSTRG.4266.1.p1,GO:0020037
MSTRG.4269.6.p1,GO:0046872
MSTRG.427.1.p1,GO:0005509
MSTRG.427.1.p1,GO:0005515
MSTRG.427.1.p1,GO:0006491
MSTRG.4271.1.p1,GO:0004252
MSTRG.4271.1.p1,GO:0006508
MSTRG.4272.1.p1,GO:0004252
MSTRG.4272.1.p1,GO:0006508
MSTRG.4280.2.p1,GO:0005515
MSTRG.4287.18.p1,GO:0006813
MSTRG.4287.18.p1,GO:0055085
MSTRG.4287.18.p1,GO:0016020
MSTRG.4287.18.p1,GO:0060072
MSTRG.429.1.p1,GO:0003723
MSTRG.429.1.p1,GO:0006396
MSTRG.4292.5.p1,GO:0005891
MSTRG.4292.5.p1,GO:0070588
MSTRG.4292.5.p1,GO:0005245
MSTRG.4293.1.p1,GO:0005515
MSTRG.4295.2.p1,GO:0016021
MSTRG.4295.2.p1,GO:0004252
MSTRG.4299.3.p1,GO:0043130
MSTRG.4299.3.p1,GO:0035091
MSTRG.430.3.p1,GO:0005737
MSTRG.430.3.p1,GO:0005506
MSTRG.430.3.p1,GO:0050113
MSTRG.430.3.p1,GO:0019310
MSTRG.4300.1.p1,GO:0003824
MSTRG.4301.1.p1,GO:0004672
MSTRG.4301.1.p1,GO:0005524
MSTRG.4301.1.p1,GO:0006468
MSTRG.4304.3.p1,GO:0016021
MSTRG.4304.3.p1,GO:0004930
MSTRG.4304.3.p1,GO:0007186
MSTRG.4304.3.p1,GO:0007601
MSTRG.4304.3.p1,GO:0007602
MSTRG.4307.5.p1,GO:0005515
MSTRG.4307.5.p1,GO:0004725
MSTRG.4307.5.p1,GO:0006470
MSTRG.431.1.p1,GO:0008083
MSTRG.4313.2.p1,GO:0016021
MSTRG.4314.1.p1,GO:0016020
MSTRG.4314.1.p1,GO:0046873
MSTRG.4314.1.p1,GO:0030001
MSTRG.4314.1.p1,GO:0055085
MSTRG.4316.1.p1,GO:0005515
MSTRG.4316.1.p1,GO:0006629
MSTRG.4318.4.p1,GO:0004435
MSTRG.4318.4.p1,GO:0005515
MSTRG.4318.4.p1,GO:0005509
MSTRG.4318.4.p1,GO:0009395
MSTRG.4318.4.p1,GO:0035556
MSTRG.432.1.p1,GO:0005525
MSTRG.4320.1.p1,GO:0008199
MSTRG.4320.1.p1,GO:0006826
MSTRG.4320.1.p1,GO:0006879
MSTRG.4321.1.p1,GO:0008199
MSTRG.4321.1.p1,GO:0006826
MSTRG.4321.1.p1,GO:0006879
MSTRG.4322.1.p1,GO:0016491
MSTRG.4323.3.p1,GO:0004672
MSTRG.4323.3.p1,GO:0005524
MSTRG.4323.3.p1,GO:0006468
MSTRG.4324.1.p1,GO:0005524
MSTRG.4324.1.p1,GO:0016887
MSTRG.4325.1.p1,GO:0004672
MSTRG.4325.1.p1,GO:0005524
MSTRG.4325.1.p1,GO:0006468
MSTRG.4327.3.p1,GO:0005815
MSTRG.4327.3.p1,GO:0005515
MSTRG.4327.3.p1,GO:0034453
MSTRG.4328.1.p1,GO:0003677
MSTRG.4328.1.p1,GO:0003899
MSTRG.4328.1.p1,GO:0006351
MSTRG.4328.1.p1,GO:0005665
MSTRG.4329.1.p1,GO:0003676
MSTRG.4329.1.p1,GO:0061630
MSTRG.4329.1.p1,GO:0008270
MSTRG.4329.1.p1,GO:0006397
MSTRG.4329.1.p1,GO:0016567
MSTRG.433.1.p1,GO:0005840
MSTRG.433.1.p1,GO:0003735
MSTRG.433.1.p1,GO:0006412
MSTRG.4333.1.p1,GO:0003676
MSTRG.4333.1.p1,GO:0005524
MSTRG.4335.1.p1,GO:0030015
MSTRG.4335.1.p1,GO:0006355
MSTRG.4336.1.p1,GO:0050080
MSTRG.4336.1.p1,GO:0006633
MSTRG.434.1.p1,GO:0005515
MSTRG.434.1.p1,GO:0032008
MSTRG.4340.1.p1,GO:0003676
MSTRG.4340.1.p1,GO:0005515
MSTRG.4344.1.p1,GO:0005515
MSTRG.4345.2.p1,GO:0005515
MSTRG.4346.10.p1,GO:0005515
MSTRG.4346.10.p1,GO:0006383
MSTRG.4348.1.p1,GO:0007032
MSTRG.4348.1.p1,GO:2000641
MSTRG.4350.1.p1,GO:0003987
MSTRG.4350.1.p1,GO:0016208
MSTRG.4350.1.p1,GO:0019427
MSTRG.4351.1.p1,GO:0000015
MSTRG.4351.1.p1,GO:0000287
MSTRG.4351.1.p1,GO:0004634
MSTRG.4351.1.p1,GO:0006096
MSTRG.4352.1.p1,GO:0005524
MSTRG.4352.1.p1,GO:0045292
MSTRG.4352.1.p1,GO:0004674
MSTRG.4352.1.p1,GO:0006468
MSTRG.4353.1.p1,GO:0003677
MSTRG.4353.1.p1,GO:0003917
MSTRG.4353.1.p1,GO:0006265
MSTRG.4355.106.p1,GO:0005515
MSTRG.4359.1.p1,GO:0005515
MSTRG.436.1.p1,GO:0035091
MSTRG.4360.1.p1,GO:0004672
MSTRG.4360.1.p1,GO:0005515
MSTRG.4360.1.p1,GO:0005524
MSTRG.4360.1.p1,GO:0006468
MSTRG.4362.1.p1,GO:0005515
MSTRG.4363.1.p1,GO:0004176
MSTRG.4363.1.p1,GO:0004252
MSTRG.4363.1.p1,GO:0006508
MSTRG.4364.1.p1,GO:0003677
MSTRG.4364.1.p1,GO:0003721
MSTRG.4367.2.p1,GO:0007052
MSTRG.437.1.p1,GO:0016788
MSTRG.4370.1.p1,GO:0030150
MSTRG.4370.1.p1,GO:0008320
MSTRG.4370.1.p1,GO:0005741
MSTRG.4371.2.p1,GO:0008270
MSTRG.4371.2.p1,GO:0003700
MSTRG.4371.2.p1,GO:0043565
MSTRG.4371.2.p1,GO:0006357
MSTRG.4373.8.p1,GO:0008270
MSTRG.4373.8.p1,GO:0003700
MSTRG.4373.8.p1,GO:0043565
MSTRG.4373.8.p1,GO:0006357
MSTRG.4376.1.p1,GO:0035091
MSTRG.4378.1.p1,GO:0030215
MSTRG.4379.1.p1,GO:0005667
MSTRG.4379.1.p1,GO:0000978
MSTRG.4379.1.p1,GO:0046983
MSTRG.4379.1.p1,GO:0006357
MSTRG.438.6.p1,GO:0005524
MSTRG.438.6.p1,GO:0007163
MSTRG.438.6.p1,GO:0006468
MSTRG.438.6.p1,GO:0004674
MSTRG.4382.1.p1,GO:0007030
MSTRG.4382.1.p1,GO:0043001
MSTRG.4383.1.p1,GO:0016021
MSTRG.4383.1.p1,GO:0008146
MSTRG.4384.1.p1,GO:0005515
MSTRG.4385.5.p1,GO:0005840
MSTRG.4385.5.p1,GO:0003735
MSTRG.4385.5.p1,GO:0006412
MSTRG.4386.1.p1,GO:0031267
MSTRG.4386.1.p1,GO:0006886
MSTRG.4387.1.p1,GO:0005515
MSTRG.439.1.p1,GO:0035556
MSTRG.4396.4.p1,GO:0042765
MSTRG.4396.4.p1,GO:0016255
MSTRG.4398.1.p1,GO:0003700
MSTRG.4398.1.p1,GO:0006357
MSTRG.4399.1.p1,GO:0005515
MSTRG.4399.1.p1,GO:0046907
MSTRG.44.11.p1,GO:0051015
MSTRG.44.11.p1,GO:0005912
MSTRG.44.11.p1,GO:0090251
MSTRG.44.11.p1,GO:0030950
MSTRG.44.11.p1,GO:0042249
MSTRG.4400.1.p1,GO:0016747
MSTRG.4401.2.p1,GO:0016020
MSTRG.4401.2.p1,GO:0004984
MSTRG.4401.2.p1,GO:0005549
MSTRG.4401.2.p1,GO:0007608
MSTRG.4403.1.p1,GO:0016627
MSTRG.4403.1.p1,GO:0005737
MSTRG.4403.1.p1,GO:0006212
MSTRG.4403.1.p1,GO:0006210
MSTRG.4403.1.p1,GO:0051536
MSTRG.4406.2.p1,GO:0004497
MSTRG.4406.2.p1,GO:0005506
MSTRG.4406.2.p1,GO:0016705
MSTRG.4406.2.p1,GO:0020037
MSTRG.4408.19.p1,GO:0016192
MSTRG.4408.19.p1,GO:0030121
MSTRG.4408.19.p1,GO:0006886
MSTRG.441.2.p1,GO:0005515
MSTRG.4410.1.p1,GO:0140492
MSTRG.4410.1.p1,GO:0005515
MSTRG.4410.1.p1,GO:0008180
MSTRG.4410.1.p1,GO:0004222
MSTRG.4412.1.p1,GO:0016021
MSTRG.4414.1.p1,GO:0016021
MSTRG.4417.12.p1,GO:0003676
MSTRG.4417.12.p1,GO:0006281
MSTRG.4417.12.p1,GO:0005524
MSTRG.4417.12.p1,GO:0006260
MSTRG.4417.12.p1,GO:0006310
MSTRG.4417.12.p1,GO:0043138
MSTRG.4419.1.p1,GO:0005739
MSTRG.4419.1.p1,GO:0018293
MSTRG.442.1.p1,GO:0046332
MSTRG.4420.2.p1,GO:0032007
MSTRG.4420.2.p1,GO:0048011
MSTRG.4421.1.p1,GO:0000009
MSTRG.4421.1.p1,GO:0004376
MSTRG.4421.1.p1,GO:0006506
MSTRG.4422.1.p1,GO:0004601
MSTRG.4422.1.p1,GO:0006979
MSTRG.4422.1.p1,GO:0005509
MSTRG.4422.1.p1,GO:0020037
MSTRG.4423.1.p1,GO:0007165
MSTRG.4423.1.p1,GO:0004114
MSTRG.4424.1.p1,GO:0005975
MSTRG.4425.1.p1,GO:0005975
MSTRG.4429.2.p1,GO:0004332
MSTRG.4429.2.p1,GO:0006096
MSTRG.443.1.p1,GO:0005840
MSTRG.443.1.p1,GO:0003735
MSTRG.443.1.p1,GO:0006412
MSTRG.4434.1.p1,GO:0030141
MSTRG.4434.1.p1,GO:0007218
MSTRG.4436.1.p1,GO:0008021
MSTRG.4436.1.p1,GO:0016020
MSTRG.4436.1.p1,GO:0005544
MSTRG.4436.1.p1,GO:0007269
MSTRG.4438.1.p1,GO:0005515
MSTRG.4440.1.p1,GO:0003677
MSTRG.4440.1.p1,GO:0046982
MSTRG.4441.1.p1,GO:0004725
MSTRG.4441.1.p1,GO:0007275
MSTRG.4441.1.p1,GO:0007605
MSTRG.4442.2.p1,GO:0008234
MSTRG.4442.2.p1,GO:0006508
MSTRG.4443.2.p1,GO:0006888
MSTRG.4444.1.p1,GO:0016887
MSTRG.4444.1.p1,GO:0005524
MSTRG.4444.1.p1,GO:0005832
MSTRG.4444.1.p1,GO:0051082
MSTRG.4444.1.p1,GO:0006457
MSTRG.4444.1.p1,GO:0140662
MSTRG.4445.2.p1,GO:0016491
MSTRG.4447.1.p1,GO:0005680
MSTRG.4447.1.p1,GO:0005515
MSTRG.4447.1.p1,GO:0030071
MSTRG.4447.1.p1,GO:0031145
MSTRG.445.1.p1,GO:0046872
MSTRG.4453.1.p1,GO:0005524
MSTRG.4453.1.p1,GO:0004713
MSTRG.4453.1.p1,GO:0006468
MSTRG.4454.1.p1,GO:0003723
MSTRG.4454.1.p1,GO:0006396
MSTRG.4458.15.p1,GO:0005515
MSTRG.4459.1.p1,GO:0097428
MSTRG.4460.1.p1,GO:0016021
MSTRG.4460.1.p1,GO:0006784
MSTRG.4460.1.p1,GO:0016653
MSTRG.4462.1.p1,GO:0030170
MSTRG.4463.4.p1,GO:0006281
MSTRG.4463.4.p1,GO:0005515
MSTRG.4463.4.p1,GO:0006260
MSTRG.4463.4.p1,GO:0033557
MSTRG.4465.1.p1,GO:0003676
MSTRG.4465.1.p1,GO:0005524
MSTRG.4465.1.p1,GO:0004816
MSTRG.4465.1.p1,GO:0006421
MSTRG.4466.1.p1,GO:0005515
MSTRG.4468.1.p1,GO:0005515
MSTRG.447.1.p1,GO:0005515
MSTRG.447.1.p1,GO:0004725
MSTRG.447.1.p1,GO:0006470
MSTRG.4470.2.p1,GO:0046983
MSTRG.4471.1.p1,GO:0070877
MSTRG.4471.1.p1,GO:0003723
MSTRG.4471.1.p1,GO:0020037
MSTRG.4471.1.p1,GO:0042802
MSTRG.4471.1.p1,GO:0031053
MSTRG.4473.2.p1,GO:0004497
MSTRG.4473.2.p1,GO:0005506
MSTRG.4473.2.p1,GO:0016705
MSTRG.4473.2.p1,GO:0020037
MSTRG.4477.1.p1,GO:0016021
MSTRG.4477.1.p1,GO:0004252
MSTRG.4477.1.p1,GO:0005509
MSTRG.4478.1.p1,GO:0046982
MSTRG.4479.1.p1,GO:0004525
MSTRG.4479.1.p1,GO:0003725
MSTRG.4479.1.p1,GO:0006364
MSTRG.448.17.p1,GO:0005886
MSTRG.448.17.p1,GO:0005515
MSTRG.448.17.p1,GO:0007155
MSTRG.448.17.p1,GO:0007411
MSTRG.4481.3.p1,GO:0003723
MSTRG.4481.3.p1,GO:0003743
MSTRG.4481.3.p1,GO:0005515
MSTRG.4482.1.p1,GO:1902600
MSTRG.4482.1.p1,GO:0033179
MSTRG.4482.1.p1,GO:0046961
MSTRG.4483.1.p1,GO:0005515
MSTRG.4484.1.p1,GO:0005216
MSTRG.4484.1.p1,GO:0004888
MSTRG.4484.1.p1,GO:0034220
MSTRG.4484.1.p1,GO:0016021
MSTRG.4486.1.p1,GO:0003723
MSTRG.4486.1.p1,GO:0005515
MSTRG.4486.1.p1,GO:0006396
MSTRG.4488.3.p1,GO:0003824
MSTRG.4488.3.p1,GO:0006596
MSTRG.449.2.p1,GO:0016491
MSTRG.449.2.p1,GO:0050660
MSTRG.449.2.p1,GO:0051537
MSTRG.4492.1.p1,GO:0004252
MSTRG.4492.1.p1,GO:0006508
MSTRG.4493.1.p1,GO:0004252
MSTRG.4493.1.p1,GO:0006508
MSTRG.4496.1.p1,GO:0005509
MSTRG.4496.1.p1,GO:0005783
MSTRG.4496.1.p1,GO:0051082
MSTRG.4496.1.p1,GO:0006457
MSTRG.4497.1.p1,GO:0046872
MSTRG.4497.1.p1,GO:0046856
MSTRG.4497.1.p1,GO:0052866
MSTRG.4499.1.p1,GO:0008270
MSTRG.4499.1.p1,GO:0005515
MSTRG.45.1.p1,GO:0005254
MSTRG.450.2.p1,GO:0005761
MSTRG.4505.1.p1,GO:0005515
MSTRG.4507.1.p1,GO:0016021
MSTRG.451.1.p1,GO:0005634
MSTRG.451.1.p1,GO:0005737
MSTRG.451.1.p1,GO:0003723
MSTRG.451.1.p1,GO:0005515
MSTRG.451.1.p1,GO:0006397
MSTRG.4512.1.p1,GO:0035596
MSTRG.4512.1.p1,GO:0051539
MSTRG.4512.1.p1,GO:0006400
MSTRG.4515.23.p1,GO:0003676
MSTRG.4515.23.p1,GO:0005515
MSTRG.4519.1.p1,GO:0004518
MSTRG.452.1.p1,GO:0005515
MSTRG.4520.1.p1,GO:0003924
MSTRG.4520.1.p1,GO:0005096
MSTRG.4520.1.p1,GO:0005515
MSTRG.4520.1.p1,GO:0005525
MSTRG.4521.1.p1,GO:1990423
MSTRG.4521.1.p1,GO:0007093
MSTRG.4524.1.p1,GO:0005515
MSTRG.4525.2.p1,GO:0005515
MSTRG.4525.2.p1,GO:0005524
MSTRG.4525.2.p1,GO:0140658
MSTRG.4528.1.p1,GO:0003978
MSTRG.4528.1.p1,GO:0006012
MSTRG.453.2.p1,GO:0003676
MSTRG.4530.2.p1,GO:0005515
MSTRG.4531.1.p1,GO:0043130
MSTRG.4533.1.p1,GO:0005509
MSTRG.4534.1.p1,GO:0140492
MSTRG.4534.1.p1,GO:0005515
MSTRG.4534.1.p1,GO:0061578
MSTRG.4535.1.p1,GO:0001522
MSTRG.4535.1.p1,GO:0003723
MSTRG.4535.1.p1,GO:0006396
MSTRG.4535.1.p1,GO:0009982
MSTRG.4538.1.p1,GO:0005515
MSTRG.4539.1.p1,GO:0043130
MSTRG.4539.1.p1,GO:0043162
MSTRG.4539.1.p1,GO:0000813
MSTRG.454.1.p1,GO:0005515
MSTRG.4540.38.p1,GO:0005669
MSTRG.4540.38.p1,GO:0008237
MSTRG.4540.38.p1,GO:0008270
MSTRG.4541.1.p1,GO:0016021
MSTRG.4541.1.p1,GO:0050909
MSTRG.4543.1.p1,GO:0016021
MSTRG.4543.1.p1,GO:0004930
MSTRG.4543.1.p1,GO:0007186
MSTRG.4544.1.p1,GO:0004672
MSTRG.4544.1.p1,GO:0005524
MSTRG.4544.1.p1,GO:0006468
MSTRG.4545.1.p1,GO:0045292
MSTRG.4545.1.p1,GO:0003723
MSTRG.4545.1.p1,GO:0005515
MSTRG.4546.1.p1,GO:0004856
MSTRG.4546.1.p1,GO:0042732
MSTRG.4547.1.p1,GO:0005667
MSTRG.4547.1.p1,GO:0005515
MSTRG.4547.1.p1,GO:0006355
MSTRG.4547.1.p1,GO:0007179
MSTRG.4549.1.p1,GO:0016021
MSTRG.4549.1.p1,GO:0022857
MSTRG.4549.1.p1,GO:0055085
MSTRG.4551.3.p1,GO:0005634
MSTRG.4551.3.p1,GO:0008270
MSTRG.4552.12.p1,GO:0005737
MSTRG.4552.12.p1,GO:0004122
MSTRG.4552.12.p1,GO:0019343
MSTRG.4553.3.p1,GO:0043087
MSTRG.4553.3.p1,GO:0048193
MSTRG.4554.3.p1,GO:0008270
MSTRG.4555.1.p1,GO:0008081
MSTRG.4555.1.p1,GO:0006629
MSTRG.4556.1.p1,GO:0004674
MSTRG.4556.1.p1,GO:0005524
MSTRG.4557.1.p1,GO:0008237
MSTRG.4557.1.p1,GO:0008270
MSTRG.4557.1.p1,GO:0006508
MSTRG.4559.1.p1,GO:0006357
MSTRG.4563.6.p1,GO:0004435
MSTRG.4563.6.p1,GO:0005509
MSTRG.4563.6.p1,GO:0016042
MSTRG.4563.6.p1,GO:0035556
MSTRG.4565.4.p1,GO:0008168
MSTRG.4569.1.p1,GO:0005515
MSTRG.4569.1.p1,GO:0050790
MSTRG.4571.1.p1,GO:0005615
MSTRG.4571.1.p1,GO:0004866
MSTRG.4571.1.p1,GO:0005515
MSTRG.4572.1.p1,GO:0016491
MSTRG.4575.11.p1,GO:0005515
MSTRG.4576.1.p1,GO:0000981
MSTRG.4576.1.p1,GO:0006357
MSTRG.4576.1.p1,GO:0040034
MSTRG.4578.1.p1,GO:0005576
MSTRG.4578.1.p1,GO:0008061
MSTRG.4578.1.p1,GO:0016810
MSTRG.4578.1.p1,GO:0005975
MSTRG.4579.1.p1,GO:0016021
MSTRG.4579.1.p1,GO:0016757
MSTRG.4579.1.p1,GO:0006486
MSTRG.458.1.p1,GO:0016021
MSTRG.4581.1.p1,GO:0035091
MSTRG.4581.1.p1,GO:0006886
MSTRG.4582.1.p1,GO:0003677
MSTRG.4582.1.p1,GO:0005524
MSTRG.4582.1.p1,GO:0032508
MSTRG.4583.1.p1,GO:0005509
MSTRG.4584.6.p1,GO:0016746
MSTRG.4585.1.p1,GO:0006099
MSTRG.4585.1.p1,GO:0004333
MSTRG.4585.1.p1,GO:0006106
MSTRG.4585.1.p1,GO:0045239
MSTRG.4586.1.p1,GO:0030976
MSTRG.4586.1.p1,GO:0004591
MSTRG.4586.1.p1,GO:0006099
MSTRG.4587.5.p1,GO:0046872
MSTRG.4588.2.p1,GO:0016021
MSTRG.4589.1.p1,GO:0006750
MSTRG.4589.1.p1,GO:0004357
MSTRG.459.1.p1,GO:0051015
MSTRG.459.1.p1,GO:0007605
MSTRG.4590.1.p1,GO:0042254
MSTRG.4591.2.p1,GO:0019904
MSTRG.4593.1.p1,GO:0030431
MSTRG.4593.1.p1,GO:0032222
MSTRG.4593.1.p1,GO:1903818
MSTRG.4594.1.p1,GO:0005515
MSTRG.4596.1.p1,GO:0005515
MSTRG.4596.1.p1,GO:0007165
MSTRG.4596.1.p1,GO:0004114
MSTRG.4598.6.p1,GO:0005515
MSTRG.4602.2.p1,GO:0006811
MSTRG.4602.2.p1,GO:0016020
MSTRG.4602.2.p1,GO:0004970
MSTRG.4604.15.p1,GO:0003723
MSTRG.4604.15.p1,GO:1990904
MSTRG.4606.1.p1,GO:0003743
MSTRG.4606.1.p1,GO:0001731
MSTRG.4606.1.p1,GO:0003723
MSTRG.4609.10.p1,GO:0016021
MSTRG.461.1.p1,GO:0005085
MSTRG.461.1.p1,GO:0007264
MSTRG.4613.1.p1,GO:0005515
MSTRG.4615.1.p1,GO:0016592
MSTRG.4615.1.p1,GO:0003712
MSTRG.4615.1.p1,GO:0006357
MSTRG.4616.2.p1,GO:0005085
MSTRG.4616.2.p1,GO:0005515
MSTRG.4617.1.p1,GO:0008289
MSTRG.4618.2.p1,GO:0071949
MSTRG.4618.2.p1,GO:0016491
MSTRG.4619.1.p1,GO:0005515
MSTRG.462.1.p1,GO:0016887
MSTRG.462.1.p1,GO:0000287
MSTRG.462.1.p1,GO:0005524
MSTRG.462.1.p1,GO:0140326
MSTRG.462.1.p1,GO:0016021
MSTRG.462.1.p1,GO:0015914
MSTRG.4620.1.p1,GO:0005737
MSTRG.4627.1.p1,GO:0016020
MSTRG.4627.1.p1,GO:0005509
MSTRG.4627.1.p1,GO:0007156
MSTRG.4628.12.p1,GO:0003924
MSTRG.4628.12.p1,GO:0005525
MSTRG.4628.12.p1,GO:0000266
MSTRG.4628.12.p1,GO:0016559
MSTRG.4630.1.p1,GO:0032040
MSTRG.4631.1.p1,GO:0005515
MSTRG.4632.1.p1,GO:0003676
MSTRG.4632.1.p1,GO:0005524
MSTRG.4632.1.p1,GO:0003724
MSTRG.4632.1.p1,GO:0000398
MSTRG.4633.1.p1,GO:0003676
MSTRG.4633.1.p1,GO:0005524
MSTRG.4633.1.p1,GO:0003724
MSTRG.4633.1.p1,GO:0000398
MSTRG.4634.1.p1,GO:0005515
MSTRG.4635.2.p1,GO:0005576
MSTRG.4635.2.p1,GO:0005515
MSTRG.4635.2.p1,GO:0008061
MSTRG.4636.1.p1,GO:0046872
MSTRG.4637.2.p1,GO:0046983
MSTRG.4638.1.p1,GO:0016514
MSTRG.4638.1.p1,GO:0035060
MSTRG.4638.1.p1,GO:0003677
MSTRG.4638.1.p1,GO:0006338
MSTRG.464.2.p1,GO:0005515
MSTRG.4642.1.p1,GO:0004497
MSTRG.4642.1.p1,GO:0005506
MSTRG.4642.1.p1,GO:0016705
MSTRG.4642.1.p1,GO:0020037
MSTRG.4644.1.p1,GO:0005515
